file,loc,noc,bf,bug,document,topic,topic0,topic1,topic2,topic3,topic4
core::dom::EnhancedForStatement ,141,34,5,0,core dom enhanced for statement ,1,0,1,0,0,0
internal::core::JavaElementRequestor ,105,16,0,0,internal core java element requestor ,2,0,0,1,0,0
internal::compiler::lookup::Scope ,2877,449,214,8,internal compiler lookup scope ,0,1,0,0,0,0
core::dom::BindingComparator ,3,30,19,0,core dom binding comparator ,1,0,1,0,0,0
internal::formatter::AbortFormatting ,4,7,0,0,internal formatter abort formatting ,4,0,0,0,0,1
internal::core::util::ResourceCompilationUnit ,15,8,3,0,internal core util resource compilation unit ,2,0,0,1,0,0
internal::core::CompilationUnitProblemFinder ,57,73,21,0,internal core compilation unit problem finder ,2,0,0,1,0,0
internal::compiler::ast::PostfixExpression ,39,35,0,0,internal compiler ast postfix expression ,0,1,0,0,0,0
internal::compiler::problem::ProblemReporter ,6571,478,194,8,internal compiler problem problem reporter ,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnKeyword1 ,23,11,2,0,internal codeassist complete completion on keyword ,3,0,0,0,1,0
internal::compiler::lookup::ClassScope ,1091,238,82,1,internal compiler lookup class scope ,0,1,0,0,0,0
internal::core::search::PathCollector ,12,20,1,0,internal core search path collector ,3,0,0,0,1,0
internal::compiler::ast::BranchStatement ,39,34,10,0,internal compiler ast branch statement ,0,1,0,0,0,0
internal::codeassist::complete::CompletionJavadoc ,222,5,1,0,internal codeassist complete completion javadoc ,3,0,0,0,1,0
internal::formatter::Scribe ,3184,171,102,9,internal formatter scribe ,4,0,0,0,0,1
internal::core::MemberElementInfo ,18,21,2,0,internal core member element info ,2,0,0,1,0,0
internal::codeassist::impl::AssistPackageDeclaration ,10,0,1,0,internal codeassist impl assist package declaration ,0,1,0,0,0,0
core::search::SearchParticipant ,30,38,11,0,core search search participant ,4,0,0,0,0,1
internal::compiler::problem::AbortType ,3,17,3,0,internal compiler problem abort type ,0,1,0,0,0,0
internal::compiler::parser::RecoveredAnnotation ,184,1,2,0,internal compiler parser recovered annotation ,0,1,0,0,0,0
internal::core::util::LocalVariableTableEntry ,38,8,0,0,internal core util local variable table entry ,2,0,0,1,0,0
internal::compiler::codegen::LongCache ,94,30,1,0,internal compiler codegen long cache ,0,1,0,0,0,0
internal::core::search::matching::MatchingNodeSet ,149,45,9,0,internal core search matching matching node set ,4,0,0,0,0,1
internal::core::search::indexing::SourceIndexerRequestor ,235,62,20,0,internal core search indexing source indexer requestor ,4,0,0,0,0,1
internal::compiler::ast::QualifiedNameReference ,986,170,48,7,internal compiler ast qualified name reference ,0,1,0,0,0,0
internal::compiler::classfmt::InnerClassInfo ,72,29,3,0,internal compiler classfmt inner class info ,0,1,0,0,0,0
internal::codeassist::select::SelectionOnParameterizedQualifiedTypeReference ,43,14,3,0,internal codeassist select selection on parameterized qualified type reference ,0,1,0,0,0,0
internal::core::search::matching::LocalVariablePattern ,43,33,8,0,internal core search matching local variable pattern ,4,0,0,0,0,1
internal::compiler::codegen::CodeStream ,6017,216,66,3,internal compiler codegen code stream ,0,1,0,0,0,0
core::dom::StringLiteral ,166,50,10,1,core dom string literal ,1,0,1,0,0,0
internal::core::MovePackageFragmentRootOperation ,231,20,3,0,internal core move package fragment root operation ,4,0,0,0,0,1
internal::compiler::codegen::StackMapFrameCodeStream ,395,28,17,2,internal compiler codegen stack map frame code stream ,1,0,1,0,0,0
internal::formatter::align::Alignment ,270,34,18,0,internal formatter align alignment ,4,0,0,0,0,1
internal::codeassist::complete::InvalidCursorLocation ,3,29,0,0,internal codeassist complete invalid cursor location ,3,0,0,0,1,0
internal::core::search::SubTypeSearchJob ,24,53,2,0,internal core search sub type search job ,4,0,0,0,0,1
internal::core::ChangeClasspathOperation ,63,11,7,0,internal core change classpath operation ,1,0,1,0,0,0
internal::formatter::CascadingMethodInvocationFragmentBuilder ,26,8,4,0,internal formatter cascading method invocation fragment builder ,1,0,1,0,0,0
internal::core::util::ASTNodeFinder ,129,13,3,0,internal core util node finder ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnParameterizedQualifiedTypeReference ,67,14,2,0,internal codeassist complete completion on parameterized qualified type reference ,3,0,0,0,1,0
core::search::LocalVariableReferenceMatch ,12,20,2,0,core search local variable reference match ,4,0,0,0,0,1
internal::compiler::parser::diagnose::RangeUtil ,60,13,5,0,internal compiler parser diagnose range util ,0,1,0,0,0,0
internal::core::builder::QualifiedNameSet ,44,9,1,0,internal core builder qualified name set ,3,0,0,0,1,0
internal::codeassist::CompletionUnitStructureRequestor ,128,1,2,0,internal codeassist completion unit structure requestor ,3,0,0,0,1,0
internal::core::util::InnerClassesAttribute ,21,15,1,0,internal core util inner classes attribute ,1,0,1,0,0,0
internal::compiler::env::AccessRestriction ,11,15,4,0,internal compiler env access restriction ,0,1,0,0,0,0
internal::eval::CodeSnippetThisReference ,75,43,2,0,internal eval code snippet this reference ,3,0,0,0,1,0
internal::core::PackageFragmentInfo ,25,40,2,0,internal core package fragment info ,4,0,0,0,0,1
internal::compiler::lookup::ImportConflictBinding ,10,2,1,0,internal compiler lookup import conflict binding ,0,1,0,0,0,0
core::dom::PrefixExpression ,97,37,8,0,core dom prefix expression ,1,0,1,0,0,0
internal::compiler::parser::diagnose::LexStream ,212,14,6,0,internal compiler parser diagnose lex stream ,0,1,0,0,0,0
internal::core::search::indexing::AbstractIndexer ,137,55,8,0,internal core search indexing abstract indexer ,4,0,0,0,0,1
core::dom::Annotation ,53,20,5,0,core dom annotation ,1,0,1,0,0,0
internal::core::ClasspathAttribute ,21,1,0,0,internal core classpath attribute ,1,0,1,0,0,0
internal::compiler::lookup::BinaryLocalVariableBinding ,7,0,0,0,internal compiler lookup binary local variable binding ,0,1,0,0,0,0
internal::codeassist::complete::CompletionNodeDetector ,29,17,3,0,internal codeassist complete completion node detector ,3,0,0,0,1,0
core::dom::IfStatement ,128,40,10,0,core dom if statement ,1,0,1,0,0,0
internal::core::search::matching::QualifiedTypeDeclarationPattern ,100,47,10,1,internal core search matching qualified type declaration pattern ,4,0,0,0,0,1
internal::compiler::ast::LocalDeclaration ,209,92,29,0,internal compiler ast local declaration ,0,1,0,0,0,0
internal::core::hierarchy::ChangeCollector ,254,10,2,0,internal core hierarchy change collector ,2,0,0,1,0,0
internal::codeassist::select::SelectionParser ,1189,115,25,1,internal codeassist select selection parser ,0,1,0,0,0,0
core::dom::Comment ,24,8,0,0,core dom comment ,1,0,1,0,0,0
internal::core::search::matching::DeclarationOfAccessedFieldsPattern ,7,29,3,1,internal core search matching declaration of accessed fields pattern ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnJavadocFieldReference ,76,5,4,0,internal codeassist complete completion on javadoc field reference ,3,0,0,0,1,0
internal::core::JavaModelCache ,166,37,7,1,internal core java model cache ,2,0,0,1,0,0
internal::compiler::util::HashtableOfPackage ,79,30,1,0,internal compiler util hashtable of package ,4,0,0,0,0,1
internal::core::ResolvedSourceMethod ,23,7,2,0,internal core resolved source method ,4,0,0,0,0,1
internal::core::Member ,312,59,19,0,internal core member ,1,0,1,0,0,0
internal::core::SourceMapper ,909,166,48,1,internal core source mapper ,2,0,0,1,0,0
core::util::OpcodeStringValues ,0,14,2,1,core util opcode string values ,1,0,1,0,0,0
core::formatter::IndentManipulation ,235,6,3,0,core formatter indent manipulation ,2,0,0,1,0,0
core::dom::AbstractTypeDeclaration ,61,21,6,0,core dom abstract type declaration ,1,0,1,0,0,0
core::dom::SwitchCase ,75,39,9,0,core dom switch case ,1,0,1,0,0,0
internal::compiler::SourceElementParser ,849,123,21,0,internal compiler source element parser ,0,1,0,0,0,0
core::dom::TypeLiteral ,72,36,8,0,core dom type literal ,1,0,1,0,0,0
internal::compiler::ast::StringLiteralConcatenation ,46,5,1,0,internal compiler ast string literal concatenation ,0,1,0,0,0,0
internal::core::search::PatternSearchJob ,75,71,8,0,internal core search pattern search job ,4,0,0,0,0,1
internal::compiler::ast::DoStatement ,163,72,17,0,internal compiler ast do statement ,0,1,0,0,0,0
internal::core::util::Util ,1892,154,68,4,internal core util util ,1,0,1,0,0,0
internal::codeassist::select::SelectionNodeFound ,4,25,2,0,internal codeassist select selection node found ,3,0,0,0,1,0
internal::eval::CodeSnippetSkeleton ,66,52,8,0,internal eval code snippet skeleton ,3,0,0,0,1,0
core::search::TypeNameRequestor ,3,6,3,0,core search type name requestor ,4,0,0,0,0,1
internal::core::search::matching::PackageReferenceLocator ,256,64,26,3,internal core search matching package reference locator ,4,0,0,0,0,1
internal::core::dom::rewrite::SourceModifier ,18,14,1,0,internal core dom rewrite source modifier ,3,0,0,0,1,0
internal::codeassist::complete::CompletionOnMessageSendName ,44,2,2,0,internal codeassist complete completion on message send name ,3,0,0,0,1,0
internal::compiler::problem::ProblemHandler ,38,42,13,0,internal compiler problem problem handler ,0,1,0,0,0,0
internal::core::DeltaProcessingState ,419,62,26,1,internal core delta processing state ,2,0,0,1,0,0
internal::core::SetClasspathOperation ,44,180,32,1,internal core set classpath operation ,1,0,1,0,0,0
internal::core::jdom::DOMCompilationUnit ,89,46,5,0,internal core jdom compilation unit ,2,0,0,1,0,0
internal::core::SetVariablesOperation ,152,7,4,0,internal core set variables operation ,1,0,1,0,0,0
core::dom::MarkerAnnotation ,54,22,4,0,core dom marker annotation ,1,0,1,0,0,0
internal::core::search::matching::TypeDeclarationPattern ,240,81,16,1,internal core search matching type declaration pattern ,4,0,0,0,0,1
internal::codeassist::select::SelectionOnSuperReference ,16,27,1,0,internal codeassist select selection on super reference ,0,1,0,0,0,0
internal::core::JavaModelManager ,2475,458,141,9,internal core java model manager ,2,0,0,1,0,0
internal::core::BufferManager ,70,44,4,0,internal core buffer manager ,2,0,0,1,0,0
internal::core::search::matching::ClasspathSourceDirectory ,72,25,7,0,internal core search matching classpath source directory ,4,0,0,0,0,1
internal::core::search::indexing::AddJarFileToIndex ,195,100,5,1,internal core search indexing add jar file to index ,4,0,0,0,0,1
core::dom::SingleVariableDeclaration ,257,64,13,0,core dom single variable declaration ,1,0,1,0,0,0
internal::compiler::ast::SuperReference ,41,38,2,0,internal compiler ast super reference ,0,1,0,0,0,0
internal::core::util::ToStringSorter ,42,20,0,0,internal core util to string sorter ,1,0,1,0,0,0
internal::compiler::ast::DoubleLiteral ,85,24,2,0,internal compiler ast double literal ,0,1,0,0,0,0
internal::compiler::util::HashtableOfIntValues ,115,6,0,0,internal compiler util hashtable of int values ,0,1,0,0,0,0
internal::compiler::classfmt::FieldInfoWithAnnotation ,40,3,0,0,internal compiler classfmt field info with annotation ,0,1,0,0,0,0
internal::compiler::ast::Clinit ,231,72,14,2,internal compiler ast clinit ,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnKeyword2 ,18,13,2,0,internal codeassist complete completion on keyword ,3,0,0,0,1,0
core::compiler::CompilationProgress ,0,0,1,0,core compiler compilation progress ,2,0,0,1,0,0
internal::core::dom::rewrite::ImportRewriteAnalyzer ,606,10,7,1,internal core dom rewrite import rewrite analyzer ,3,0,0,0,1,0
internal::compiler::lookup::SyntheticMethodBinding ,166,25,10,2,internal compiler lookup synthetic method binding ,0,1,0,0,0,0
internal::core::dom::rewrite::NodeInfoStore ,74,13,3,0,internal core dom rewrite node info store ,3,0,0,0,1,0
core::dom::QualifiedName ,110,49,14,0,core dom qualified name ,3,0,0,0,1,0
core::dom::SuperConstructorInvocation ,101,39,8,0,core dom super constructor invocation ,1,0,1,0,0,0
core::ClasspathVariableInitializer ,3,13,0,0,core classpath variable initializer ,1,0,1,0,0,0
internal::core::ClassFile ,549,164,44,0,internal core class file ,1,0,1,0,0,0
internal::compiler::util::HashtableOfLong ,74,8,1,0,internal compiler util hashtable of long ,0,1,0,0,0,0
internal::compiler::codegen::BranchLabel ,199,16,9,1,internal compiler codegen branch label ,0,1,0,0,0,0
internal::core::util::LocalVariableTypeTableEntry ,38,5,0,0,internal core util local variable type table entry ,2,0,0,1,0,0
internal::compiler::lookup::AnnotationHolder ,32,3,0,0,internal compiler lookup annotation holder ,0,1,0,0,0,0
internal::compiler::ast::CompoundAssignment ,150,74,6,0,internal compiler ast compound assignment ,0,1,0,0,0,0
core::search::TypeParameterReferenceMatch ,4,2,1,0,core search type parameter reference match ,4,0,0,0,0,1
internal::core::ClasspathAccessRule ,27,6,2,0,internal core classpath access rule ,1,0,1,0,0,0
internal::core::CompilationUnit ,830,290,73,1,internal core compilation unit ,2,0,0,1,0,0
internal::core::search::matching::SuperTypeNamesCollector ,162,71,14,0,internal core search matching super type names collector ,4,0,0,0,0,1
internal::core::DocumentAdapter ,12,1,1,0,internal core document adapter ,3,0,0,0,1,0
internal::compiler::lookup::MethodVerifier ,736,130,49,3,internal compiler lookup method verifier ,0,1,0,0,0,0
internal::core::jdom::DOMInitializer ,89,38,4,0,internal core jdom initializer ,2,0,0,1,0,0
internal::codeassist::complete::CompletionOnJavadocTypeParamReference ,17,5,3,0,internal codeassist complete completion on javadoc type param reference ,3,0,0,0,1,0
internal::codeassist::complete::CompletionOnQualifiedTypeReference ,63,34,3,0,internal codeassist complete completion on qualified type reference ,3,0,0,0,1,0
internal::compiler::ast::SingleMemberAnnotation ,34,19,2,0,internal compiler ast single member annotation ,0,1,0,0,0,0
internal::core::util::BindingKeyResolver ,435,55,27,0,internal core util binding key resolver ,1,0,1,0,0,0
internal::compiler::ast::CharLiteral ,72,25,1,0,internal compiler ast char literal ,0,1,0,0,0,0
internal::codeassist::impl::AssistParser ,1384,112,34,0,internal codeassist impl assist parser ,0,1,0,0,0,0
internal::core::ImportDeclaration ,57,47,7,0,internal core import declaration ,1,0,1,0,0,0
internal::core::jdom::SiblingEnumeration ,13,16,1,0,internal core jdom sibling enumeration ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnSingleNameReference ,17,29,3,0,internal codeassist complete completion on single name reference ,3,0,0,0,1,0
internal::core::Initializer ,67,47,7,0,internal core initializer ,2,0,0,1,0,0
core::dom::rewrite::ASTRewrite ,281,46,13,1,core dom rewrite rewrite ,3,0,0,0,1,0
internal::core::search::indexing::RemoveFromIndex ,25,46,1,0,internal core search indexing remove from index ,4,0,0,0,0,1
internal::compiler::ast::NameReference ,34,24,3,0,internal compiler ast name reference ,0,1,0,0,0,0
core::dom::EnumConstantDeclaration ,141,38,9,0,core dom enum constant declaration ,1,0,1,0,0,0
internal::core::search::matching::FieldLocator ,274,67,24,1,internal core search matching field locator ,4,0,0,0,0,1
internal::core::SourceField ,120,60,13,0,internal core source field ,4,0,0,0,0,1
core::dom::DefaultBindingResolver ,1106,188,110,1,core dom default binding resolver ,1,0,1,0,0,0
internal::compiler::parser::RecoveredLocalVariable ,107,33,2,0,internal compiler parser recovered local variable ,0,1,0,0,0,0
internal::codeassist::select::SelectionOnParameterizedSingleTypeReference ,21,3,0,0,internal codeassist select selection on parameterized single type reference ,0,1,0,0,0,0
internal::formatter::comment::JavaDocLine ,15,2,1,0,internal formatter comment java doc line ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnBrankStatementLabel ,23,3,1,0,internal codeassist complete completion on brank statement label ,3,0,0,0,1,0
core::dom::QualifiedType ,107,34,6,0,core dom qualified type ,1,0,1,0,0,0
internal::core::ReconcileWorkingCopyOperation ,190,70,31,0,internal core reconcile working copy operation ,4,0,0,0,0,1
internal::core::builder::CompilationParticipantResult ,19,6,3,0,internal core builder compilation participant result ,2,0,0,1,0,0
core::compiler::CompilationParticipant ,24,18,5,1,core compiler compilation participant ,2,0,0,1,0,0
internal::compiler::lookup::MethodBinding ,724,142,34,3,internal compiler lookup method binding ,0,1,0,0,0,0
internal::core::hierarchy::HierarchyResolver ,629,112,36,0,internal core hierarchy hierarchy resolver ,2,0,0,1,0,0
internal::compiler::ast::ParameterizedSingleTypeReference ,244,71,29,1,internal compiler ast parameterized single type reference ,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnJavadocMessageSend ,56,3,3,0,internal codeassist complete completion on javadoc message send ,3,0,0,0,1,0
internal::core::search::indexing::AddFolderToIndex ,79,32,5,0,internal core search indexing add folder to index ,4,0,0,0,0,1
internal::core::BasicCompilationUnit ,71,43,3,0,internal core basic compilation unit ,2,0,0,1,0,0
internal::compiler::lookup::BinaryTypeBinding ,947,177,46,1,internal compiler lookup binary type binding ,0,1,0,0,0,0
internal::compiler::lookup::RawTypeBinding ,129,66,24,0,internal compiler lookup raw type binding ,0,1,0,0,0,0
internal::core::SortElementsOperation ,281,49,14,0,internal core sort elements operation ,4,0,0,0,0,1
internal::compiler::lookup::CompilationUnitScope ,687,148,34,4,internal compiler lookup compilation unit scope ,2,0,0,1,0,0
core::search::FieldDeclarationMatch ,3,17,0,0,core search field declaration match ,4,0,0,0,0,1
core::jdom::DOMException ,3,21,1,0,core jdom exception ,2,0,0,1,0,0
internal::compiler::flow::UnconditionalFlowInfo ,1440,70,15,0,internal compiler flow unconditional flow info ,2,0,0,1,0,0
internal::core::util::ConstantValueAttribute ,11,14,0,0,internal core util constant value attribute ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnClassLiteralAccess ,17,27,0,0,internal codeassist complete completion on class literal access ,0,1,0,0,0,0
internal::compiler::batch::FileSystem ,198,64,18,0,internal compiler batch file system ,0,1,0,0,0,0
internal::compiler::problem::ShouldNotImplement ,3,18,0,0,internal compiler problem should not implement ,0,1,0,0,0,0
internal::codeassist::complete::CompletionScanner ,796,85,24,0,internal codeassist complete completion scanner ,3,0,0,0,1,0
internal::compiler::ast::NumberLiteral ,11,17,0,0,internal compiler ast number literal ,0,1,0,0,0,0
internal::eval::CodeSnippetScope ,308,63,11,2,internal eval code snippet scope ,3,0,0,0,1,0
internal::codeassist::select::SelectionOnImportReference ,12,25,0,0,internal codeassist select selection on import reference ,0,1,0,0,0,0
internal::compiler::codegen::Label ,3,57,10,0,internal compiler codegen label ,0,1,0,0,0,0
internal::compiler::ast::JavadocQualifiedTypeReference ,48,34,23,0,internal compiler ast javadoc qualified type reference ,0,1,0,0,0,0
internal::core::search::matching::JavaSearchPattern ,306,33,21,1,internal core search matching java search pattern ,4,0,0,0,0,1
core::dom::RecoveredVariableBinding ,87,2,4,0,core dom recovered variable binding ,1,0,1,0,0,0
core::CompletionProposal ,347,50,19,1,core completion proposal ,1,0,1,0,0,0
